time_s,x+,x-,y+,y-,z+,z-,OBC,EPS,COMMS,CAMERA,ADCS
1.826999999999999636e+04,8.483445929925181872e+00,2.063264550261843766e+01,7.866059609444990386e+00,2.634878309853515077e+01,-2.733366451507572847e+01,1.209929106848992717e+02,2.385970701824905760e+01,2.381804035158349464e+01,2.206804035162958044e+01,2.169304035163946054e+01,2.223470701829185714e+01
1.827500000000000000e+04,8.361204133904434954e+00,2.082334007315371593e+01,7.839363064350563626e+00,2.632314480189768702e+01,-2.749611871632240678e+01,1.210966783713605253e+02,2.382936326743601896e+01,2.378769660077044890e+01,2.203769660081622916e+01,2.166269660082603821e+01,2.220436326747853073e+01
1.828000000000000000e+04,8.241561560451124535e+00,2.101733641143221476e+01,7.812750015949735172e+00,2.629759362426192126e+01,-2.765793253837830079e+01,1.211965061314341057e+02,2.379925298021489510e+01,2.375758631354931794e+01,2.200758631359479267e+01,2.163258631360453776e+01,2.217425298025712266e+01
1.828499999999999636e+04,8.124453772755989789e+00,2.121453438553173143e+01,7.786223087757869976e+00,2.627213198334613509e+01,-2.781910976272963154e+01,1.212924049128734936e+02,2.376938455773516168e+01,2.372771789106957741e+01,2.197771789111475016e+01,2.160271789112442775e+01,2.214438455777710857e+01
1.828999999999999636e+04,8.009818255129207643e+00,2.141483632751350186e+01,7.759785003341833409e+00,2.624676239935271127e+01,-2.797965413950807090e+01,1.213843857014971093e+02,2.373976608416541367e+01,2.369809941749982229e+01,2.194809941754469662e+01,2.157309941755431026e+01,2.211476608420708345e+01
1.829500000000000000e+04,7.897594352976215148e+00,2.161814696345681597e+01,7.733438577321470220e+00,2.622148748578533883e+01,-2.813956938782755657e+01,1.214724595161401623e+02,2.371040533629636116e+01,2.366873866963076267e+01,2.191873866967533857e+01,2.154373866968488827e+01,2.208540533633775382e+01
1.830000000000000000e+04,7.787723214716288922e+00,2.182437334564228237e+01,7.707186706801405052e+00,2.619630994071245667e+01,-2.829885919611712453e+01,1.215566374037232436e+02,2.368130979283795412e+01,2.363964312617234853e+01,2.188964312621662955e+01,2.151464312622611885e+01,2.205630979287907678e+01
1.830499999999999636e+04,7.680147735577000923e+00,2.203342478681208050e+01,7.681032363215609671e+00,2.617123253845841546e+01,-2.845752722244981214e+01,1.216369304344370335e+02,2.365248664342079365e+01,2.361081997675518096e+01,2.186081997679916711e+01,2.148581997680859246e+01,2.202748664346164276e+01
1.830999999999999636e+04,7.574812503200759828e+00,2.224521279643689908e+01,7.654978584568007172e+00,2.614625812170473296e+01,-2.861557709486676870e+01,1.217133496970415081e+02,2.362394279731173796e+01,2.358227613064611816e+01,2.183227613068981299e+01,2.145727613069917084e+01,2.199894279735231351e+01
1.831500000000000000e+04,7.471663745001397849e+00,2.245965101892306848e+01,7.629028468052849732e+00,2.612138959398425442e+01,-2.877301241169667989e+01,1.217859062942790729e+02,2.359568489185322093e+01,2.355401822518759403e+01,2.180401822523100108e+01,2.142901822524029498e+01,2.197068489189352647e+01
1.832000000000000000e+04,7.370649277210508110e+00,2.267665517369709605e+01,7.603185163039120731e+00,2.609662991255170894e+01,-2.892983674187145127e+01,1.218546113384006588e+02,2.356771930063517217e+01,2.352605263396953816e+01,2.177605263401266100e+01,2.140105263402189451e+01,2.194271930067521481e+01
1.832499999999999636e+04,7.271718455556118954e+00,2.289614299710606105e+01,7.577451864403904835e+00,2.607198208161476316e+01,-2.908605362523824667e+01,1.219194759468040559e+02,2.354005214140838120e+01,2.349838547474274009e+01,2.174838547478557516e+01,2.137338547479474826e+01,2.191505214144815739e+01
1.832999999999999636e+04,7.174822127518972970e+00,2.311803418607319927e+01,7.551831806200472563e+00,2.604744914591061189e+01,-2.924166657286697912e+01,1.219805112377828920e+02,2.351268928374794243e+01,2.347102261708229420e+01,2.172102261712484506e+01,2.134602261713395777e+01,2.188768928378745571e+01
1.833500000000000000e+04,7.079912586113109363e+00,2.334225034345152139e+01,7.526328255647140253e+00,2.602303418461344364e+01,-2.939667906735338931e+01,1.220377283263848938e+02,2.348563635647504100e+01,2.344396968980938567e+01,2.169396968985164875e+01,2.131896968986070107e+01,2.186063635651428783e+01
1.834000000000000000e+04,6.986943525138830324e+00,2.356871492502160947e+01,7.500944507423434437e+00,2.599874030555863058e+01,-2.955109456311864236e+01,1.220911383203790876e+02,2.345889875484477471e+01,2.341723208817911583e+01,2.166723208822109825e+01,2.129223208823009017e+01,2.183389875488376219e+01
1.834499999999999636e+04,6.895869995858656232e+00,2.379735318808052114e+01,7.475683878260690918e+00,2.597457063977017810e+01,-2.970491648670548557e+01,1.221407523163303637e+02,2.343248164750777107e+01,2.339081498084210509e+01,2.164081498088381039e+01,2.126581498089274191e+01,2.180748164754649920e+01
1.834999999999999636e+04,6.806648365049173144e+00,2.402809214156933137e+01,7.450549701814913384e+00,2.595052833627861233e+01,-2.985814823707015364e+01,1.221865813957798679e+02,2.340638998325304598e+01,2.336472331658737289e+01,2.161472331662880109e+01,2.123972331663767932e+01,2.178138998329152187e+01
1.835500000000000000e+04,6.719236274382805796e+00,2.426086049768987962e+01,7.425545323809991771e+00,2.592661655721686031e+01,-3.001079318587007094e+01,1.222286366215301570e+02,2.338062849753933747e+01,2.333896183087365728e+01,2.158896183091481547e+01,2.121396183092362975e+01,2.175562849757755757e+01
1.836000000000000000e+04,6.633592601094739472e+00,2.449558862496449052e+01,7.400674097439750909e+00,2.590283847318204735e+01,-3.016285467774832085e+01,1.222669290340338648e+02,2.335520171882161122e+01,2.331353505215592392e+01,2.156353505219680500e+01,2.118853505220556599e+01,2.173020171885957552e+01
1.836499999999999636e+04,6.549677419892336871e+00,2.473220850269270699e+01,7.375939379017829367e+00,2.587919725885171829e+01,-3.031433603061489279e+01,1.223014696478847867e+02,2.333011397467943127e+01,2.328844730801373686e+01,2.153844730805434438e+01,2.116344730806304497e+01,2.170511397471713977e+01
1.837000000000000000e+04,6.467451966066366964e+00,2.497065367675966741e+01,7.351344523864998592e+00,2.585569608884358672e+01,-3.046524053592401771e+01,1.223322694484093489e+02,2.330536939775377547e+01,2.326370273108807396e+01,2.151370273112841147e+01,2.113870273113705878e+01,2.168036939779123884e+01
1.837500000000000000e+04,6.386878599764734155e+00,2.521085921675201291e+01,7.326892882423899245e+00,2.583233813380832800e+01,-3.061557145894688148e+01,1.223593393883575828e+02,2.328097193149865873e+01,2.323930526483295012e+01,2.148930526487302473e+01,2.111430526488160808e+01,2.165597193153587341e+01
1.837999999999999636e+04,6.307920753936046232e+00,2.545309121126556917e+01,7.302587779138895563e+00,2.580940279175984031e+01,-3.076533203904284264e+01,1.223835490661549557e+02,2.325692538759019001e+01,2.321525872092447429e+01,2.146525872096427889e+01,2.109025872097280896e+01,2.163192538762715600e+01
1.838499999999999636e+04,6.230541425623638219e+00,2.539801435730619517e+01,7.278431033824745100e+00,2.553601029742734596e+01,-3.091452548992608840e+01,1.216226225717176561e+02,2.323292936169375622e+01,2.319126269502803339e+01,2.144126269506757865e+01,2.106626269507604832e+01,2.160792936173047707e+01
1.839000000000000000e+04,6.154687493220886374e+00,2.505309984096157905e+01,7.254407308675818733e+00,2.502215745788357637e+01,-3.106315499992865625e+01,1.200977489076191489e+02,2.320778447203339212e+01,2.316611780536766219e+01,2.141611780540694099e+01,2.104111780541535737e+01,2.158278447206986783e+01
1.839500000000000000e+04,6.080290964568270340e+00,2.471711165427290169e+01,7.230485386220565580e+00,2.452186087132895409e+01,-3.121122373226049973e+01,1.185973894368617465e+02,2.318123433218876173e+01,2.313956766552302469e+01,2.138956766556204769e+01,2.101456766557040368e+01,2.155623433222499585e+01
1.839999999999999636e+04,6.007285093561246292e+00,2.438976907266256688e+01,7.206634314255750517e+00,2.403470344434114381e+01,-3.135873482526677591e+01,1.171208722768683828e+02,2.315332755036040879e+01,2.311166088369466465e+01,2.136166088373342475e+01,2.098666088374173100e+01,2.152832755039640134e+01
1.840499999999999636e+04,5.935605878337989694e+00,2.407080065910933442e+01,7.182824931040351579e+00,2.356028189754900026e+01,-3.150569139268141683e+01,1.156675563085752998e+02,2.312411111344271575e+01,2.308244444677696805e+01,2.133244444681547236e+01,2.095744444682372176e+01,2.149911111347847026e+01
1.841000000000000000e+04,5.865191955337261120e+00,2.375994393199450627e+01,7.159029785532164958e+00,2.309820625420213958e+01,-3.165209652387712325e+01,1.142368247546524600e+02,2.309363044284467748e+01,2.305196377617892267e+01,2.130196377621716763e+01,2.092696377622536730e+01,2.146863044288019395e+01
1.841500000000000000e+04,5.795984497362070442e+00,2.345694504871621078e+01,7.135223060852188937e+00,2.264809935290881171e+01,-3.179795328411268684e+01,1.128280839910184596e+02,2.306192944826698366e+01,2.302026278160122530e+01,2.127026278163921447e+01,2.089526278164736084e+01,2.143692944830226566e+01
1.841999999999999636e+04,5.727927115495270449e+00,2.316155850171084296e+01,7.111380500850138731e+00,2.220959638104720568e+01,-3.194326471477759100e+01,1.114407624294925512e+02,2.302905057952388290e+01,2.298738391285811744e+01,2.123738391289585437e+01,2.086238391290394745e+01,2.140405057955893042e+01
1.842499999999999636e+04,5.660965764719738225e+00,2.287354682632229341e+01,7.087479339649568999e+00,2.178234442780742341e+01,-3.208803383363321160e+01,1.100743094660857366e+02,2.299503487648781430e+01,2.295336820982204529e+01,2.120336820985953352e+01,2.082836820986756976e+01,2.137003487652263090e+01
1.843000000000000000e+04,5.595048653101380332e+00,2.259268031998738380e+01,7.063498234055814784e+00,2.136600205588127110e+01,-3.223226363505052205e+01,1.087281944904015489e+02,2.295992201723128545e+01,2.291825535056550933e+01,2.116825535060274888e+01,2.079325535061073182e+01,2.133492201726587112e+01
1.843500000000000000e+04,5.530126154398589122e+00,2.231873677223264707e+01,7.039417198714463808e+00,2.096023889087333103e+01,-3.237595709024539303e+01,1.074019059519682457e+02,2.292375036443675640e+01,2.288208369777097673e+01,2.113208369780796403e+01,2.075708369781589724e+01,2.129875036447111114e+01
1.843999999999999636e+04,5.466150723967635017e+00,2.205150120500550415e+01,7.015217543912668496e+00,2.056473522756386885e+01,-3.251911714751128102e+01,1.060949504796580101e+02,2.288655701014240051e+01,2.284489034347661729e+01,2.109489034351335945e+01,2.071989034352123937e+01,2.126155701017653143e+01
1.844499999999999636e+04,5.403076817839114199e+00,2.179076562288930674e+01,6.990881815920026554e+00,2.017918165220717697e+01,-3.266174673244869808e+01,1.048068520506538022e+02,2.284837781888874986e+01,2.280671115222296308e+01,2.105671115225946011e+01,2.068171115226729029e+01,2.122337781892265340e+01
1.845000000000000000e+04,5.340860814845146187e+00,2.153632877277297197e+01,6.966393739769684679e+00,1.980327868009353409e+01,-3.280384874819145580e+01,1.035371512056882040e+02,2.280924746932820568e+01,2.276758080266241535e+01,2.101758080269867079e+01,2.064258080270644768e+01,2.118424746936188541e+01
1.845500000000000000e+04,5.279460941681450414e+00,2.128799591256640511e+01,6.941738164384104515e+00,1.943673640764497534e+01,-3.294542607563048620e+01,1.022854043075187178e+02,2.276919949435648505e+01,2.272753282769069116e+01,2.097753282772670502e+01,2.060253282773442507e+01,2.114419949438994095e+01
1.845999999999999636e+04,5.218837200793400299e+00,2.104557858857514674e+01,6.916901009953804191e+00,1.907927417835882267e+01,-3.308648157363541031e+01,1.010511828398401946e+02,2.272826631982265155e+01,2.268659965315685056e+01,2.093659965319262639e+01,2.056159965320029315e+01,2.110326631985588364e+01
1.846499999999999636e+04,5.158951300979853549e+00,2.080889442116820831e+01,6.891869217481141341e+00,1.873062026195327689e+01,-3.322701807927293771e+01,9.983407274404855514e+01,2.268647930187223949e+01,2.264481263520643139e+01,2.089481263524196919e+01,2.051981263524958621e+01,2.106147930190525130e+01
1.847000000000000000e+04,5.099766590612375694e+00,2.057776689838975415e+01,6.866630700404489751e+00,1.839051154610296734e+01,-3.336703840802220355e+01,9.863367379145394409e+01,2.264386876297539786e+01,2.260220209630958621e+01,2.085220209634488953e+01,2.047720209635245681e+01,2.101886876300819296e+01
1.847500000000000000e+04,5.041247993371153591e+00,2.035202517718104787e+01,6.841174298221317507e+00,1.805869324018414446e+01,-3.350654535398791722e+01,9.744959898870865800e+01,2.260046402668957555e+01,2.255879736002375680e+01,2.080879736005882563e+01,2.043379736006633962e+01,2.097546402672215038e+01
1.847999999999999636e+04,4.983361946403053189e+00,2.013150389189678435e+01,6.815489732032008696e+00,1.773491859048281327e+01,-3.364554169011132245e+01,9.628147401438346265e+01,2.255629345120429718e+01,2.251462678453847488e+01,2.076462678457330568e+01,2.038962678458077349e+01,2.093129345123665530e+01
1.848499999999999636e+04,4.926076340811336607e+00,1.991604296981639521e+01,6.789567561929403361e+00,1.741894860635053277e+01,-3.378403016837816608e+01,9.512893668478002951e+01,2.251138446171402308e+01,2.246971779504819366e+01,2.071971779508279710e+01,2.034471779509021161e+01,2.088638446174616448e+01
1.849000000000000000e+04,4.869360464389659526e+00,1.970548745336374097e+01,6.763399146161866327e+00,1.711055179681785532e+01,-3.392201352002381753e+01,9.399163644719520505e+01,2.246576358166277743e+01,2.242409691499694446e+01,2.067409691503131697e+01,2.029909691503868174e+01,2.084076358169470566e+01
1.849500000000000000e+04,4.813184946516057217e+00,1.949968732876116206e+01,6.736976602000277481e+00,1.680950391719980885e+01,-3.405949445573627798e+01,9.286923389897167169e+01,2.241945646290223237e+01,2.237778979623639231e+01,2.062778979627053744e+01,2.025278979627785603e+01,2.079445646293394745e+01
1.849999999999999636e+04,4.757521705126163347e+00,1.929849736085784073e+01,6.710292768242215544e+00,1.651558772525393692e+01,-3.419647566585714316e+01,9.176140033079128955e+01,2.237248791480347876e+01,2.233082124813763514e+01,2.058082124817155290e+01,2.020582124817882175e+01,2.074748791483498422e+01
1.850499999999999636e+04,4.702343895688378517e+00,1.910177693388589049e+01,6.683341169289296779e+00,1.622859274647601779e+01,-3.433295982057977369e+01,9.066781729277978741e+01,2.232488193236130414e+01,2.228321526569545696e+01,2.053321526572914735e+01,2.015821526573637001e+01,2.069988193239260355e+01
1.851000000000000000e+04,4.647625862106262495e+00,1.890938989790753055e+01,6.656115980735988202e+00,1.594831504813795320e+01,-3.446894957014469441e+01,8.958817618208243516e+01,2.227666172332801509e+01,2.223499505666216436e+01,2.048499505669563092e+01,2.010999505670280030e+01,2.065166172335910844e+01
1.851500000000000000e+04,4.593343089476024765e+00,1.872120442072658975e+01,6.628611996410416651e+00,1.567455702169097442e+01,-3.460444754503308218e+01,8.852217785065469968e+01,2.222784973441202538e+01,2.218618306774617110e+01,2.043618306777941385e+01,2.006118306778653704e+01,2.060284973444291268e+01
1.851999999999999636e+04,4.539472158630002419e+00,1.853709284504904886e+01,6.600824596810122458e+00,1.540712717317803104e+01,-3.473945635615826433e+01,8.746953223210171302e+01,2.217846767657534457e+01,2.213680100990948318e+01,2.038680100994250566e+01,2.001180100994958622e+01,2.055346767660602580e+01
1.852499999999999636e+04,4.485990702399983654e+00,1.835693155068809901e+01,6.572749718878069913e+00,1.514583992131862544e+01,-3.487397859505464481e+01,8.642995798648367156e+01,2.212853654946292892e+01,2.208686988279706043e+01,2.033686988282986619e+01,1.996186988283689345e+01,2.050353654949340765e+01
1.853000000000000000e+04,4.432877363536387172e+00,1.818060082161714774e+01,6.544383827066173609e+00,1.489051540294425813e+01,-3.500801683406394460e+01,8.540318216206959789e+01,2.207807666499538612e+01,2.203640999832951053e+01,2.028640999836209957e+01,1.991140999836908065e+01,2.045307666502566235e+01
1.853500000000000000e+04,4.380111754221452713e+00,1.800798471768204578e+01,6.515723885635463120e+00,1.464097928547714744e+01,-3.514157362651962302e+01,8.438893987308152589e+01,2.202710767015494397e+01,2.198544100348906483e+01,2.023544100352143715e+01,1.986044100352837205e+01,2.040210767018502125e+01
1.853999999999999636e+04,4.327674417117205685e+00,1.783897095079309025e+01,6.486767332144095732e+00,1.439706258616138612e+01,-3.527465150692955120e+01,8.338697399253946685e+01,2.197564856899368380e+01,2.193398190232780109e+01,2.018398190235995671e+01,1.980898190236684897e+01,2.035064856902356567e+01
1.854500000000000000e+04,4.275546787891481237e+00,1.767345076542620674e+01,6.457512052076451070e+00,1.415860149777095600e+01,-3.540725299115618441e+01,8.239703485937890548e+01,2.192371774389217975e+01,2.188205107722628995e+01,2.013205107725823240e+01,1.975705107726507848e+01,2.029871774392186268e+01
1.855000000000000000e+04,4.223711159167382156e+00,1.751131882326983558e+01,6.427956354568356900e+00,1.392543722053206423e+01,-3.553938057659374294e+01,8.141887999906528250e+01,2.187133297609562277e+01,2.182966630942972586e+01,2.007966630946145870e+01,1.970466630946825859e+01,2.024633297612510319e+01
1.855499999999999636e+04,4.172150645842312322e+00,1.735247309185718834e+01,6.398098949184455542e+00,1.369741580000383152e+01,-3.567103674234492416e+01,8.045227385695365285e+01,2.181851146555215593e+01,2.177684479888625191e+01,2.002684479891777514e+01,1.965184479892452885e+01,2.019351146558144094e+01
1.855999999999999636e+04,4.120849151726813098e+00,1.719681473703693086e+01,6.367938923706586429e+00,1.347438797068298655e+01,-3.580222394939467989e+01,7.949698754372801091e+01,2.176526985007924253e+01,2.172360318341333496e+01,1.997360318344464858e+01,1.959860318345135255e+01,2.014026985010832860e+01
1.856500000000000000e+04,4.069791337453981583e+00,1.704424801913742016e+01,6.337475722892888186e+00,1.325620900510309674e+01,-3.593294464078166328e+01,7.855279859227132988e+01,2.171162422388162483e+01,2.166995755721571371e+01,1.991995755724681771e+01,1.954495755725348261e+01,2.008662422391052260e+01
1.857000000000000000e+04,4.018962589612111280e+00,1.689468019268586119e+01,6.306709128168895617e+00,1.304273856820960020e+01,-3.606320124176802011e+01,7.761949072535703920e+01,2.165759015544357524e+01,2.161592348877766057e+01,1.986592348880855852e+01,1.949092348881517722e+01,2.003259015547228117e+01
1.857499999999999636e+04,3.968348991055163477e+00,1.674802140955033991e+01,6.275639238213496007e+00,1.283384057680320289e+01,-3.619299616000764530e+01,7.669685363359496932e+01,2.160318270481742076e+01,2.156151603815150253e+01,1.981151603818219442e+01,1.943651603818877049e+01,1.997818270484593128e+01
1.857999999999999636e+04,3.917937292347729361e+00,1.660418462537910145e+01,6.244266450404210467e+00,1.262938306385474796e+01,-3.632233178571203780e+01,7.578468276310339036e+01,2.154841644032993031e+01,2.150674977366400853e+01,1.975674977369449437e+01,1.938174977370102425e+01,1.992341644035825254e+01
1.858500000000000000e+04,3.867714884302372091e+00,1.646308550921563096e+01,6.212591443087485565e+00,1.242923804750232364e+01,-3.645121049181392436e+01,7.488277911240604112e+01,2.149330545472697196e+01,2.145163878806104663e+01,1.970163878809132996e+01,1.932663878809781721e+01,1.986830545475510590e+01
1.859000000000000000e+04,3.817669771568585446e+00,1.632464235617232262e+01,6.180615158640774709e+00,1.223328140454870372e+01,-3.657963463412932015e+01,7.399094903807629464e+01,2.143786338077579146e+01,2.139619671410986257e+01,1.964619671413994340e+01,1.927119671414638802e+01,1.981286338080374421e+01
1.859499999999999636e+04,3.767790547234355358e+00,1.618877600305133058e+01,6.148338787294664876e+00,1.204139274828654926e+01,-3.670760655151815399e+01,7.310900406868520918e+01,2.138210340634382689e+01,2.134043673967789090e+01,1.959043673970777277e+01,1.921543673971417476e+01,1.975710340637158779e+01
1.859999999999999636e+04,3.718066368403051936e+00,1.605540974680620891e+01,6.115763751684656135e+00,1.185345531048752576e+01,-3.683512856604259156e+01,7.223676072664012793e+01,2.132603828897257614e+01,2.128437162230663660e+01,1.953437162233631952e+01,1.915937162234267888e+01,1.970103828900015230e+01
1.860500000000000000e+04,3.668486932709474679e+00,1.592446926574166000e+01,6.082891692103258308e+00,1.166935582739744426e+01,-3.696220298312323393e+01,7.137404035751968934e+01,2.126968036996414924e+01,2.122801370329820614e+01,1.947801370332769011e+01,1.910301370333400683e+01,1.964468036999154066e+01
1.861000000000000000e+04,3.619042455739916786e+00,1.579588254335197561e+01,6.049724452423940413e+00,1.148898442958537025e+01,-3.708883209169390227e+01,7.052066896652890193e+01,2.121304158799699024e+01,2.117137492133104359e+01,1.942137492136033217e+01,1.904637492136660626e+01,1.958804158802420403e+01
1.861499999999999636e+04,3.569723649322690928e+00,1.566957979470352491e+01,6.016264066669766208e+00,1.131223453550236790e+01,-3.721501816435494447e+01,6.967647706172404298e+01,2.115613349228711471e+01,2.111446682562116095e+01,1.936446682565025768e+01,1.898946682565648914e+01,1.953113349231414375e+01
1.861999999999999636e+04,3.520521700657079922e+00,1.554549339527112650e+01,5.982512746200788989e+00,1.113900274861270923e+01,-3.734076345752453818e+01,6.884129950368198081e+01,2.109896725531081429e+01,2.105730058864485343e+01,1.930730058867375831e+01,1.893230058867994714e+01,1.947396725533766570e+01
1.862500000000000000e+04,3.471428252249574964e+00,1.542355781214095245e+01,5.948472867495064875e+00,1.096918875796511017e+01,-3.746607021158782658e+01,6.801497536130189303e+01,2.104155368510402724e+01,2.099988701843805927e+01,1.924988701846677230e+01,1.887488701847292205e+01,1.941655368513069746e+01
1.863000000000000000e+04,3.422435382627121214e+00,1.530370953749529583e+01,5.914146960498950278e+00,1.080269524207621856e+01,-3.759094065104472548e+01,6.719734777343977328e+01,2.098390323715251071e+01,2.094223657048653919e+01,1.919223657051506038e+01,1.881723657052117105e+01,1.935890323717900685e+01
1.863499999999999636e+04,3.373535587798480062e+00,1.518588702429859971e+01,5.879537697523428363e+00,1.063942777600494338e+01,-3.771537698465647992e+01,6.638826381609769101e+01,2.092602602588694083e+01,2.088435935922096220e+01,1.913435935924929510e+01,1.875935935925536313e+01,1.930102602591325933e+01
1.863999999999999636e+04,3.324721763436169208e+00,1.507003062410798044e+01,5.844647882664336436e+00,1.047929474150227058e+01,-3.783938140559015295e+01,6.558757437490952213e+01,2.086793183579670696e+01,2.082626516913072479e+01,1.907626516915886938e+01,1.870126516916489123e+01,1.924293183582285138e+01
1.864500000000000000e+04,3.275987187752158913e+00,1.495608252693363305e+01,5.809480441725002997e+00,1.032220724012485036e+01,-3.796295609156110373e+01,6.479513402267424738e+01,2.080963013217554192e+01,2.076796346550955263e+01,1.901796346553751249e+01,1.864296346554349526e+01,1.918463013220151225e+01
1.865000000000000000e+04,3.227325505041223064e+00,1.484398670307682799e+01,5.774038412620450700e+00,1.016807900920447771e+01,-3.808610320497430735e+01,6.401080090169683956e+01,2.075113007151114530e+01,2.070946340484515247e+01,1.895946340487292403e+01,1.858446340487886772e+01,1.912613007153694156e+01
1.865499999999999636e+04,3.178730709867057413e+00,1.473368884687656255e+01,5.738324936243301977e+00,1.001682634057085330e+01,-3.820882489306433172e+01,6.323443661071402033e+01,2.069244051153097175e+01,2.065077384486497181e+01,1.890077384489256218e+01,1.852577384489846324e+01,1.906744051155659747e+01
1.865999999999999636e+04,3.130197131867483940e+00,1.462513632229925875e+01,5.702343247772489576e+00,9.868368001930107880e+00,-3.833112328803350977e+01,6.246590609619902779e+01,2.063357002091618142e+01,2.059190335425017793e+01,1.884190335427758001e+01,1.846690335428344554e+01,1.900857002094163306e+01
1.866500000000000000e+04,3.081719421155644234e+00,1.451827811030765680e+01,5.666096668406437331e+00,9.722625160804476252e+00,-3.845300050718807938e+01,6.170507754784517118e+01,2.057452688869503277e+01,2.053286022202902572e+01,1.878286022205625017e+01,1.840786022206207306e+01,1.894952688872032098e+01
1.867000000000000000e+04,3.033292534294657727e+00,1.441306475794687714e+01,5.629588597502842795e+00,9.579521310941585099e+00,-3.857445865307327182e+01,6.095182229803460672e+01,2.051531913332630097e+01,2.047365246666028682e+01,1.872365246668732652e+01,1.834865246669311745e+01,1.889031913335141510e+01
1.867499999999999636e+04,2.984911720824303227e+00,1.430944832908856768e+01,5.592822505108117959e+00,9.438982201106243863e+00,-3.869549981360719215e+01,6.020601472511308572e+01,2.045595451148309607e+01,2.041428784481707837e+01,1.866428784484393688e+01,1.828928784484968872e+01,1.883095451150804323e+01
1.867999999999999636e+04,2.936572510319366724e+00,1.420738235677686845e+01,5.555801924860355179e+00,9.300935766171949837e+00,-3.881612606221287365e+01,5.946753216030502642e+01,2.039644052654768558e+01,2.035477385988166432e+01,1.860477385990834165e+01,1.822977385991405797e+01,1.877144052657246931e+01
1.868500000000000000e+04,2.888270699959757604e+00,1.410682179712140005e+01,5.518530447250202364e+00,9.165312060431643815e+00,-3.893633945794847762e+01,5.873625479810736749e+01,2.033678443682695658e+01,2.029511777016093177e+01,1.854511777018743501e+01,1.817011777019311225e+01,1.871178443685157688e+01
1.869000000000000000e+04,2.840002342592945261e+00,1.400772298468386801e+01,5.481011713224327231e+00,9.032043193049700491e+00,-3.905614204563650560e+01,5.801206561000476825e+01,2.027699326349768683e+01,2.023532659683165846e+01,1.848532659685798407e+01,1.811032659686362578e+01,1.865199326352214015e+01
1.869499999999999636e+04,2.791763735270248681e+00,1.391004358930753249e+01,5.443249408117010191e+00,8.901063265580900108e+00,-3.917553585599178234e+01,5.729485026136088521e+01,2.021707379829062745e+01,2.017540713162459554e+01,1.842540713165075061e+01,1.805040713165634969e+01,1.859207379831492446e+01
1.869999999999999636e+04,2.743551408239479628e+00,1.381374257434115016e+01,5.405247255896169278e+00,8.772308311485842225e+00,-3.929452290574783291e+01,5.658449703135200792e+01,2.015703261092262011e+01,2.011536594425658464e+01,1.836536594428256208e+01,1.799036594428812563e+01,1.853203261094675369e+01
1.870500000000000000e+04,2.695362114376788742e+00,1.371878015621019209e+01,5.367009013710442034e+00,8.645716237574079699e+00,-3.941310519778139820e+01,5.588089673581161776e+01,2.009687605628507967e+01,2.005520938961903710e+01,1.830520938964484756e+01,1.793020938965036848e+01,1.847187605630904983e+01
1.870999999999999636e+04,2.647192819040967482e+00,1.362511776528936913e+01,5.328538466724298317e+00,8.521226767308300865e+00,-3.953128472123592019e+01,5.518394265285765243e+01,2.003661028139685030e+01,1.999494361473080062e+01,1.824494361475643700e+01,1.786994361476192594e+01,1.841161028142065703e+01
1.871499999999999636e+04,2.599040690334042836e+00,1.353271800803221581e+01,5.289839423228632320e+00,8.398781385905444097e+00,-3.964906345164452262e+01,5.449353045118054695e+01,1.997624123212889558e+01,1.993457456546284234e+01,1.818457456548830820e+01,1.780957456549375806e+01,1.835124123215254244e+01
1.872000000000000000e+04,2.550903089753827846e+00,1.344154463031739866e+01,5.250915710015750193e+00,8.278323287176176493e+00,-3.976644335105006434e+01,5.380955812089352008e+01,1.991577465970974714e+01,1.987410799304368680e+01,1.812410799306898568e+01,1.774910799307440001e+01,1.829077465973323413e+01
1.872500000000000000e+04,2.502777563222676971e+00,1.335156248196909345e+01,5.211771168006595012e+00,8.159797322041312029e+00,-3.988342636812476627e+01,5.313192590682348282e+01,1.985521612701776917e+01,1.981354946035170528e+01,1.806354946037683362e+01,1.768854946038221243e+01,1.823021612704109984e+01
1.872999999999999636e+04,2.454661832478468586e+00,1.326273748241267292e+01,5.172409648119438152e+00,8.043149948669270799e+00,-4.000001443828880809e+01,5.246053624414442851e+01,1.979457101466768876e+01,1.975290434800161776e+01,1.800290434802658268e+01,1.762790434803192241e+01,1.816957101469086666e+01
1.873499999999999636e+04,2.406553786814356055e+00,1.317503658742833039e+01,5.132835007369730640e+00,7.928329184180610945e+00,-4.011620948382726937e+01,5.179529369625946345e+01,1.973384452689852964e+01,1.969217786023245509e+01,1.794217786025725303e+01,1.756717786026256078e+01,1.810884452692155477e+01
1.874000000000000000e+04,2.358451475154082821e+00,1.308842775696604477e+01,5.093051105191017669e+00,7.815284557867135717e+00,-4.023201341400545061e+01,5.113610489483883725e+01,1.967304169726956076e+01,1.963137503060348266e+01,1.788137503062811717e+01,1.750637503063338585e+01,1.804804169729243313e+01
1.874500000000000000e+04,2.310353098449864806e+00,1.300287992398620140e+01,5.053061799966980239e+00,7.703967065874277154e+00,-4.034742812518333466e+01,5.048287848192205729e+01,1.961216739417030652e+01,1.957050072750422487e+01,1.782050072752869241e+01,1.744550072753392911e+01,1.798716739419302257e+01
